File ID,Packet Tech,Band,Sidelink Band,Duration s,Energy mJ,Sidelink Energy mJ,Total Energy mJ,RSRP (pcell).1,RSRP (scell).1,File type,OperatorName,Tx Power mW,Sidelink Tx Power mW,Total Tx Power mW,Latitude,Longitude,Nearest Latitude,Nearest Longitude,Distance [km]
video_108_3,24.0,8.0,9.0,62.95099997520447,0.6494092869996893,40.46396476412127,8.46913883061037,-63.71519876264257,-63.71519876264257,video,ORANGE,0.010316107563906572,0.6427850992050876,0.1345354137971795,48.832455,2.385785,48.83166666666666,2.3858333333333333,0.09271762529384306
voip_001_1,24.0,7.0,9.0,36.376999855041504,1.939217787238524,262.90099793053434,63.2984167529855,-76.41260158989881,-76.41260158989881,voip,ORANGE,0.05330889834142732,7.227121504746599,1.7400669930236963,48.820137,2.338716,48.82111111111111,2.343611111111111,0.37640074427371967
voip_002_1,24.0,8.0,9.0,35.175999879837036,214.23959020835485,508.7593214789275,707.5205055045925,-91.00693543637752,-91.00693543637752,voip,ORANGE,6.090504632141458,14.463251171732848,20.113728335271713,48.851814,2.336626,48.85111111111111,2.3375,0.10427870271915736
voip_002_3,24.0,5.0,9.0,40.479000091552734,195.48357900670715,142.8630323076159,335.11820027821994,-97.59087776133393,-97.59087776133393,voip,ORANGE,4.829259086552911,3.529312284999573,8.278816164437652,48.851681,2.335769,48.85111111111111,2.3375,0.14398860666760782
voip_005_1,24.0,7.0,9.0,39.19799995422363,0.8683321653120837,87.86982339291312,12.61566240104519,-94.37167415538057,-94.37167415538057,voip,ORANGE,0.022152461001228196,2.2416915020034085,0.3218445434914553,48.849152,2.377427,48.848055555555554,2.3761111111111113,0.15794785593550992
voip_005_2,24.0,7.0,9.0,40.16499996185303,1.5291978741750967,108.37634853247427,20.553008611340786,-96.56078595198554,-96.56078595198554,voip,ORANGE,0.03807289619388678,2.6982783178241108,0.5117143938967046,48.849205,2.377942,48.850833333333334,2.3786111111111112,0.18775730463217993
voip_005_3,24.0,7.0,9.0,40.13700008392334,43.51259714917029,34.95125067186552,70.413679341067,-93.60311726896144,-93.60311726896144,voip,ORANGE,1.0841018775242006,0.8707987791510372,1.7543333879920642,48.84882,2.377612,48.848055555555554,2.3761111111111113,0.14177025434066273
voip_006_1,24.0,7.0,9.0,40.151999950408936,0.5352417084748379,61.36782388191887,9.10339802258638,-82.7373425650533,-82.7373425650533,voip,ORANGE,0.013330387256821726,1.528387725585606,0.22672340191845572,48.85001,2.379137,48.850833333333334,2.3786111111111112,0.09967130177194347
voip_006_2,24.0,7.0,9.0,39.687999963760376,4.706132011959198,91.95103531434583,19.210504345345882,-83.8485104246832,-83.8485104246832,voip,ORANGE,0.11857821044790436,2.3168472938497153,0.48403810630133143,48.848953,2.378407,48.850833333333334,2.3786111111111112,0.20978851280218172
voip_006_3,24.0,7.0,9.0,38.82099986076355,11.828572685168437,29.00424617743392,28.539541086325972,-92.66580061394619,-92.66580061394619,voip,ORANGE,0.3046952094895319,0.7471277473908796,0.735157290865425,48.84774,2.377275,48.848055555555554,2.3761111111111113,0.09641856891894195
voip_010_1,24.0,8.0,9.0,16.225000143051147,5.848177098295669,58.70589847571531,64.37711861652024,-80.75563959220156,-80.75563959220156,voip,SFR,0.36044234494508337,3.618237162287971,3.9677730692712325,48.847076,2.332705,48.84916666666667,2.3330555555555557,0.23543574119742192
voip_011_1,24.0,8.0,9.0,16.95299983024597,56.86794470087568,46.73483596681394,94.83316572083228,-104.07489085522869,-104.07489085522869,voip,SFR,3.3544473114084012,2.7567295720391605,5.593887021200799,48.84428,2.341139,48.84527777777778,2.3422222222222224,0.13845128657139688
voip_013_2,24.0,8.0,9.0,0.5099999904632568,1.3151123408025138,0.9158253854452424,2.230937726247756,-115.19999999999999,-115.19999999999999,voip,SFR,2.578651696851868,1.7957360834719927,4.37438778032386,48.847431,2.356718,48.84555555555555,2.357222222222222,0.21385119185497437
voip_028_1,24.0,8.0,9.0,63.13199996948242,5.031372723104924,84.08199269624131,18.605242579601942,-76.63119603351426,-76.63119603351426,voip,ORANGE,0.0796960768791905,1.3318442744865675,0.294703836225616,48.822735,2.356595,48.82388888888889,2.357222222222222,0.1388283671699431
voip_028_3,24.0,5.0,9.0,4.091000080108643,0.5061143444573163,11.531080577352297,5.926371244086397,-96.07653346043219,-96.07653346043219,voip,ORANGE,0.12371408813169119,2.8186458938045464,1.448636306046959,48.828751,2.353158,48.826388888888886,2.352777777777778,0.2662413763198436
voip_029_1,24.0,8.0,9.0,63.14299988746643,4.799255185803979,42.86174496703873,12.127734150293888,-74.14160798370652,-74.14160798370652,voip,ORANGE,0.07600613202345818,0.6788043812208323,0.19206775370045703,48.819759,2.340554,48.82111111111111,2.343611111111111,0.27244986236486163
voip_029_2,24.0,5.0,9.0,70.70199990272522,0.0360602879338989,5.131331792571037,1.0901498176965976,-52.934544292483906,-52.934544292483906,voip,ORANGE,0.0005100320780672705,0.07257689739513647,0.01541893891539803,48.821484,2.332992,48.82222222222222,2.3338888888888887,0.10819002336822092
voip_029_3,24.0,5.0,9.0,61.61500000953674,19.47267654542059,29.60095428451301,47.8824642836011,-88.36002298565346,-88.36002298565346,voip,ORANGE,0.31603792164905653,0.4804179871773332,0.7771234971385195,48.822674,2.328351,48.821666666666665,2.3291666666666666,0.13054692342202773
voip_030_1,24.0,8.0,9.0,15.283999919891357,3.139935440519666,18.851465791573553,15.375621764800696,-94.16015588872082,-94.16015588872082,voip,ORANGE,0.205439378237185,1.2334117960207078,1.0059946247964904,48.82217,2.324788,48.821666666666665,2.3291666666666666,0.32684149713384264
voip_030_2,24.0,5.0,9.0,4.199000120162964,0.0093369558469289,6.415543072876833,1.1873052456564097,-95.70053092799357,-95.70053092799357,voip,ORANGE,0.0022236140937682398,1.527873991255767,0.28275904064759355,48.821785,2.324838,48.82,2.325555555555556,0.20538088400986546
voip_105_1,24.0,6.0,9.0,31.32200002670288,108.77619467889355,15.997515040578687,121.38464302939437,-88.28296310834287,-88.28296310834287,voip,ORANGE,3.472836810745125,0.5107437273143591,3.875379698803096,48.838146,2.408711,48.83611111111111,2.412777777777778,0.37490054598734235
voip_105_2,24.0,8.0,9.0,7.983999967575073,10.777159235479992,3.5147417302531907,11.862419772622765,-97.93563325117178,-97.93563325117178,voip,ORANGE,1.349844599104284,0.44022316439471376,1.4857740256511622,48.835255,2.408157,48.83611111111111,2.412777777777778,0.35242315776582483
voip_105_3,24.0,8.0,9.0,11.359999895095825,1.2783533684257617,11.749347265075306,3.9308232167767327,-91.03044996155852,-91.03044996155852,voip,ORANGE,0.11253110741467823,1.0342735364062428,0.34602317368626834,48.832943,2.404535,48.83611111111111,2.4025,0.3833479418355161
voip_106_1,24.0,8.0,9.0,41.33099985122681,0.5171249897522998,0.2595115407107348,0.619907756389451,-48.54991246953656,-48.54991246953656,voip,ORANGE,0.012511794817781315,0.006278859491540509,0.01499861504974094,48.879051,2.400999,48.88027777777778,2.4030555555555555,0.20643681563211289
voip_106_2,24.0,8.0,9.0,66.04999995231628,0.7118112805560556,30.55352373482778,4.077467779055956,-67.085906483178,-67.085906483178,voip,ORANGE,0.01077685512596421,0.4625817374244572,0.06173304741861646,48.881531,2.397234,48.88027777777778,2.3969444444444443,0.1445826096527693
voip_106_3,24.0,8.0,9.0,12.999999761581421,5.409393783173976,11.885682227230198,9.905086311912049,-85.75009074960224,-85.75009074960224,voip,ORANGE,0.4161072217216668,0.914283265016332,0.7619297302746348,48.88353,2.396801,48.88388888888889,2.3936111111111114,0.2404753004900476
voip_107_1,24.0,8.0,9.0,60.4539999961853,0.2605295866392979,29.445336134608553,4.3004667618746915,-70.32678223964615,-70.32678223964615,voip,ORANGE,0.004309550842884467,0.48707010514550864,0.07113618225669194,48.844269,2.412343,48.84222222222222,2.4119444444444444,0.23177091964753696
voip_107_2,24.0,6.0,9.0,75.21300005912781,0.11966219231417641,135.6389092324489,21.59585942832691,-80.37733127367761,-80.37733127367761,voip,ORANGE,0.0015909775201109568,1.8033971404653182,0.2871293448120615,48.848804,2.41323,48.85,2.4125,0.14789011029316426
